Name,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Global_Sales,Year,img_url,Market_Share
Fantastic Four: Rise of the Silver Surfer,Action,T,PS2,2K Games,7 Studios,,,,0.39,2007,/games/boxart/full_4676378AmericaFrontccc.jpg,0.06035563396629441
Ultimate Spider-Man,Action,T,XB,Activision,Treyarch,,,,0.39,2005,/games/boxart/full_8063156AmericaFrontccc.jpg,0.08420961717012558
Juiced 2: Hot Import Nights,Racing,T,PS2,THQ,Juice Games,,,,0.39,2007,/games/boxart/2720390ccc.jpg,0.06035563396629441
Etrian Odyssey IV: Legends of the Titan,Role-Playing,T,3DS,Atlus,Atlus Co.,,8.2,,0.39,2013,/games/boxart/full_4041989AmericaFrontccc.jpg,0.0841987089531297
Tower Wars,Strategy,,PC,Unknown,SuperVillain Studios,,,,0.39,2013,/games/boxart/full_8188002AmericaFrontccc.jpg,0.0841987089531297
NHL 99,Sports,E,N64,EA Sports,MBL Research,,,,0.39,1998,/games/boxart/9777510ccc.jpg,0.13868639095338037
Football Manager 2016,Simulation,,PC,Sega,Sports Interactive,,,,0.39,2015,/games/boxart/full_7283646PALFrontccc.png,0.10357465342327554
Combat of Giants: Dinosaurs 3D,Strategy,E10,3DS,Ubisoft,Ubisoft,,4.3,,0.39,2011,/games/boxart/full_combat-of-giants-dinosaurs-3d_117AmericaFront.jpg,0.0608975359920056
Legends of WrestleMania,Fighting,T,X360,THQ,Yuke's,,,,0.39,2009,/games/boxart/full_6244838AmericaFrontccc.jpg,0.05537806176783846
Danball Senki,Role-Playing,,PSP,Level 5,Level 5,,,,0.39,2011,/games/boxart/full_danball-senki_749JapanFront.jpg,0.0608975359920056
NBA Jam,Sports,E,X360,EA Sports,EA Tiburon,,,,0.39,2010,/games/boxart/full_nba-jam_5AmericaFront.jpg,0.05703338646700179
NASCAR Heat,Racing,E,PS,Hasbro Interactive,Monster Games Inc.,,,,0.39,2000,/games/boxart/full_1295972AmericaFrontccc.jpg,0.1510983689124792
Bloody Roar,Fighting,T,PS,Sony Computer Entertainment,Eighting / Raizing,,8.6,,0.39,1998,/games/boxart/1640877ccc.jpg,0.13868639095338037
Bump 'n' Jump,Racing,,2600,Mattel Interactive,Mattel,,,,0.39,1983,/games/boxart/2401533ccc.jpg,1.50462962962963
Mobile Suit Gundam: Lost War Chronicles,Shooter,,PS2,Bandai,Bandai,,,,0.39,2002,/games/boxart/full_6050948JapanFrontccc.jpg,0.10022357566880007
Disney's Brother Bear,Action,E,GBA,THQ,Vicarious Visions,,,,0.39,2003,/games/boxart/8798344ccc.jpg,0.09673578728048454
FIFA Soccer 12,Sports,E,3DS,EA Sports,EA Canada,,7.0,,0.39,2011,/games/boxart/full_fifa-soccer-12_991AmericaFront.jpg,0.0608975359920056
Trine 3: The Artifacts of Power,Action-Adventure,,PC,Frozenbyte,Frozenbyte,,,,0.39,2015,/games/boxart/full_4404135AmericaFrontccc.jpg,0.10357465342327554
NBA Live 09,Sports,E,PS2,Electronic Arts,EA Canada,,,,0.39,2008,/games/boxart/6157859ccc.jpg,0.05281046459667748
Ener-G: Gym Rockets,Sports,E,DS,Ubisoft,Mud Duck Productions,,,,0.39,2008,/games/boxart/full_470183AmericaFrontccc.jpg,0.05281046459667748
Super Monkey Ball: Step & Roll,Action,E,Wii,Sega,Sega,,6.0,,0.39,2010,/games/boxart/full_8038602AmericaFrontccc.jpg,0.05703338646700179
The House of The Dead III,Shooter,M,XB,Sega,Wow Entertainment,,6.8,,0.39,2002,/games/boxart/full_6155598AmericaFrontccc.jpg,0.10022357566880007
Dancing with the Stars: We Dance!,Misc,E10,DS,Activision,Zoe Mode,,,,0.39,2008,/games/boxart/full_9953706AmericaFrontccc.jpg,0.05281046459667748
LEGO Marvel's Avengers,Action,E10,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.39,2016,/games/boxart/full_6369924AmericaFrontccc.jpg,0.11538802923163466
Fire Emblem: Fuuin no Tsurugi,Role-Playing,,GBA,Nintendo,Intelligent Systems,,,,0.39,2002,/games/boxart/full_4322397JapanFrontccc.jpg,0.10022357566880007
Iron Man 2,Action,T,PS3,Sega,"Sega Studios, San Francisco",,,,0.39,2010,/games/boxart/full_8931241AmericaFrontccc.png,0.05703338646700179
One Piece Unlimited World: Red,Action-Adventure,T,3DS,Namco Bandai Games,Ganbarion,,,,0.39,2014,/games/boxart/full_5808146AmericaFrontccc.jpg,0.08821134533610803
Just Dance 2018,Music,E10,Wii,Ubisoft,Ubisoft Paris,,,,0.39,2017,/games/boxart/full_3739799AmericaFrontccc.jpg,0.10645266950540518
Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,T,Wii,Square Enix,Square Enix,,6.7,,0.39,2009,/games/boxart/full_5361641AmericaFrontccc.jpg,0.05537806176783846
NBA Live 09,Sports,E,PSP,Electronic Arts,EA Canada,,6.1,,0.39,2008,/games/boxart/7800443ccc.jpg,0.05281046459667748
Laser Blast,Action,,2600,Activision,Activision,,,,0.39,1981,/games/boxart/7447265ccc.jpg,3.7178265014299336
Just Dance 2016,Music,E10,PS4,Ubisoft,Ubisoft Paris,,,,0.39,2015,/games/boxart/full_6583380AmericaFrontccc.jpg,0.10357465342327554
Deus Ex: Mankind Divided,Role-Playing,M,XOne,Square Enix,Eidos Montreal,,,,0.39,2016,/games/boxart/full_2886675PALFrontccc.jpg,0.11538802923163466
Thrasher Presents: Skate and Destroy,Sports,E,PS,Rockstar Games,Z-Axis,,,,0.39,1999,/games/boxart/full_4868660AmericaFrontccc.jpg,0.14505151188306614
Alpha Protocol,Role-Playing,M,X360,Sega,Obsidian Entertainment,,6.8,,0.39,2010,/games/boxart/full_5392830AmericaFrontccc.jpg,0.05703338646700179
Dungeon Siege III,Role-Playing,T,PS3,Square Enix,Obsidian Entertainment,,7.3,,0.39,2011,/games/boxart/full_dungeon-siege-iii_356AmericaFront.jpg,0.0608975359920056
Are You Smarter than a 5th Grader? Make the Grade,Misc,E,DS,THQ,THQ,,,,0.39,2008,/games/boxart/full_1911480AmericaFrontccc.jpg,0.05281046459667748
NHL 18,Sports,,XOne,EA Sports,EA Canada,,,,0.39,2017,/games/boxart/full_1695523AmericaFrontccc.png,0.10645266950540518
SpongeBob's Truth or Square (US sales),Action,E,PSP,THQ,Heavy Iron Studios,,,,0.39,2009,/games/boxart/full_1783323AmericaFrontccc.jpg,0.05537806176783846
Donkey Konga 2,Misc,T,GC,Nintendo,Namco,,6.5,,0.39,2005,/games/boxart/6198624ccc.jpg,0.08420961717012558
Just Dance 2014,Music,E10,PS3,Ubisoft,Ubisoft Paris,,7.8,,0.39,2013,/games/boxart/full_7203786AmericaFrontccc.jpg,0.0841987089531297
Tear Ring Saga Yutona Eiyuu Senki,Role-Playing,,PS,Enterbrain,ASCII Entertainment / Tirnanog,,,,0.39,2001,/games/boxart/full_6022077JapanFrontccc.jpg,0.11213018602110375
SpongeBob's Truth or Square (US sales),Action,E,Wii,THQ,Heavy Iron Studios,,,,0.39,2009,/games/boxart/full_5550558AmericaFrontccc.jpg,0.05537806176783846
Condemned 2: Bloodshot,Shooter,M,PS3,Sega,Monolith Productions,,8.4,,0.39,2008,/games/boxart/full_6414176AmericaFrontccc.jpg,0.05281046459667748
Taiko no Tatsujin Wii: Ketteiban,Misc,,Wii,Namco Bandai,Bandai Namco Games,,,,0.39,2011,/games/boxart/full_taiko-no-tatsujin-wii-ketteiban_143JapanFront.jpg,0.0608975359920056
Disney Princess: Enchanting Storybooks,Misc,E,Wii,THQ,THQ,,,,0.39,2011,/games/boxart/full_disney-princess-enchanting-storybooks_881AmericaFront.jpg,0.0608975359920056
Monopoly Streets,Misc,E,PS3,Electronic Arts,Electronic Arts,,,,0.39,2010,/games/boxart/full_monopoly-streets_5AmericaFront.jpg,0.05703338646700179
SSX 3,Sports,E,XB,EA Sports BIG,EA Canada,,,,0.39,2003,/games/boxart/3177138ccc.jpg,0.09673578728048454
Madden NFL 2005,Sports,E,GBA,EA Sports,Exient Entertainment,,,,0.39,2004,/games/boxart/full_6301331AmericaFrontccc.jpg,0.0846042041781463
All-Star Baseball 2000,Sports,E,N64,Acclaim Entertainment,Iguana Entertainment,,,,0.39,1999,/games/boxart/3277247ccc.jpg,0.14505151188306614
BattleTanx: Global Assault,Action,T,N64,3DO,3DO,,,,0.39,1999,/games/boxart/3774101ccc.jpg,0.14505151188306614
Custom Robo V2,Fighting,,N64,Nintendo,Noise Inc.,,,,0.39,2000,/games/boxart/full_8702082JapanFrontccc.jpg,0.1510983689124792
Extreme-G: XG2,Racing,E,N64,Acclaim Entertainment,Probe Entertainment Limited,,,,0.39,1998,/games/boxart/full_3334473AmericaFrontccc.jpg,0.13868639095338037
Monster Jam: Urban Assault,Racing,E,DS,Activision,Torus Games,,,,0.39,2008,/games/boxart/full_4753505AmericaFrontccc.jpg,0.05281046459667748
Batman: Arkham VR,Action,,PS4,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,0.39,2016,/games/boxart/full_3507131AmericaFrontccc.png,0.11538802923163466
Chibi-Robo! Plug into Adventure!,Adventure,E10,GC,Nintendo,skip Ltd.,,7.4,,0.39,2006,/games/boxart/1313556ccc.jpg,0.07663136384178616
Star Wars The Clone Wars: Republic Heroes,Action,T,X360,LucasArts,Krome Studios,,,,0.39,2009,/games/boxart/full_2660153AmericaFrontccc.jpg,0.05537806176783846
Jampack Winter 2003 (RP-T),Misc,T,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,,0.39,2003,/games/boxart/full_405453AmericaFrontccc.jpg,0.09673578728048454
Dragon's Crown,Role-Playing,RP,PSV,Atlus,Vanillaware,,,,0.39,2013,/games/boxart/full_1314698AmericaFrontccc.jpg,0.0841987089531297
Kengo: Master of Bushido,Fighting,M,PS2,Crave Entertainment,LightWeight,,,,0.39,2001,/games/boxart/1930944ccc.jpg,0.11213018602110375
Blood Omen 2,Action,M,PS2,Eidos Interactive,Crystal Dynamics,,,,0.39,2002,/games/boxart/7718194ccc.jpg,0.10022357566880007
Advance Wars: Dual Strike,Strategy,E,DS,Nintendo,Intelligent Systems,,9.0,,0.39,2005,/games/boxart/full_7866862AmericaFrontccc.jpg,0.08420961717012558
Super Fire ProWrestling,Fighting,,SNES,Human Entertainment,Human Club,,,,0.39,1991,/games/boxart/full_9707627JapanFrontccc.jpg,0.6431398416886545
Cabela's Dangerous Hunts 2,Action,T,PS2,Activision,Sand Grain Studios,,,,0.39,2005,/games/boxart/7482383ccc.jpg,0.08420961717012558
Chessmaster,Misc,E,PS2,Ubisoft,Ubisoft Romania,,,,0.39,2003,/games/boxart/86301ccc.jpg,0.09673578728048454
Fatal Fury,Fighting,,SNES,Takara,SNK Corporation,,,,0.39,1993,/games/boxart/full_fatal-fury_1AmericaFront.jpg,0.5974264705882356
LocoRoco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,,8.1,,0.39,2006,/games/boxart/full_9388379AmericaFrontccc.jpg,0.07663136384178616
The Evil Within 2,Action,M,XOne,Bethesda Softworks,Tango Gameworks,,,,0.39,2017,/games/boxart/full_4045856AmericaFrontccc.jpg,0.10645266950540518
Madden NFL 11,Sports,E,PSP,EA Sports,EA Tiburon,,,,0.39,2010,/games/boxart/full_madden-nfl-11_2AmericaFront.jpg,0.05703338646700179
Outlast II,Action,,PC,Unknown,Red Barrels,,,,0.39,2010,/games/boxart/full_2377865AmericaFrontccc.jpg,0.05703338646700179
Red Faction: Armageddon,Shooter,M,X360,THQ,Volition Inc.,,7.1,,0.39,2011,/games/boxart/full_red-faction-armageddon_997AmericaFront.jpg,0.0608975359920056
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,Role-Playing,,GB,Banpresto,Alpha Unit,,,,0.39,2001,/games/boxart/full_4962384JapanFrontccc.jpg,0.11213018602110375
Ice Age 2: The Meltdown,Platform,E10,PS2,Vivendi Games,Eurocom Entertainment Software,,7.4,,0.39,2006,/games/boxart/9441909ccc.jpg,0.07663136384178616
The Sims 2,Simulation,E10,GBA,Electronic Arts,Maxis,,,,0.39,2005,/games/boxart/full_5831633AmericaFrontccc.jpg,0.08420961717012558
RWBY: Grimm Eclipse,Action,,PC,Unknown,Rooster Teeth Games,,,,0.39,2005,/games/boxart/full_9284776AmericaFrontccc.jpg,0.08420961717012558
Robert Ludlum's The Bourne Conspiracy,Action,T,PS3,Sierra Entertainment,High Moon Studios,,7.6,,0.39,2008,/games/boxart/1921255ccc.jpg,0.05281046459667748
Super Famista 3,Sports,,SNES,Namco,Namco,,,,0.39,1994,/games/boxart/full_7247314JapanFrontccc.jpg,0.6171862636493118
Samurai Warriors Chronicles,Action,T,3DS,Tecmo Koei,Omega Force,,5.4,,0.39,2011,/games/boxart/full_samurai-warriors-chronicles_744AmericaFront.jpg,0.0608975359920056
Auto Modellista,Racing,E,PS2,Capcom,Capcom,,,,0.39,2003,/games/boxart/4334114ccc.jpg,0.09673578728048454
Mass Effect 2,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,,9.6,,0.39,2010,/games/boxart/full_9684928AmericaFrontccc.jpg,0.05703338646700179
Hitman: Blood Money,Action,M,X360,Eidos Interactive,IO Interactive,,8.1,,0.39,2006,/games/boxart/1617742ccc.jpg,0.07663136384178616
Tom Clancy's Ghost Recon 2: Summit Strike,Shooter,T,XB,Ubisoft,Red Storm Entertainment,,,,0.39,2005,/games/boxart/7044379ccc.gif,0.08420961717012558
Silent Hill: Homecoming,Action,M,PS3,Konami,Double Helix Games,,7.4,,0.39,2008,/games/boxart/3870479ccc.jpg,0.05281046459667748
Zone of the Enders HD Collection,Action,M,PS3,Konami Digital Entertainment,Kojima Productions,,,,0.39,2012,/games/boxart/full_9896201AmericaFrontccc.jpg,0.09739773238100043
SpongeBob vs The Big One: Beach Party Cook Off,Adventure,E,DS,THQ,THQ,,,,0.39,2009,/games/boxart/full_3439112AmericaFrontccc.jpg,0.05537806176783846
Tiger Woods PGA Tour 08,Sports,E,PS2,Electronic Arts,EA Salt Lake,,,,0.39,2007,/games/boxart/704498ccc.jpg,0.06035563396629441
Hooked! Again: Real Motion Fishing,Sports,E,Wii,Aksys Games,SIMS,,,,0.39,2009,/games/boxart/full_2106494AmericaFrontccc.jpg,0.05537806176783846
Tiger Woods PGA Tour 14,Sports,E,PS3,EA Sports,EA Tiburon,,,,0.39,2013,/games/boxart/full_25465AmericaFrontccc.jpg,0.0841987089531297
Karaoke Revolution Presents American Idol Encore,Misc,E,PS2,Konami,Blitz Games,,,,0.39,2008,/games/boxart/483285ccc.gif,0.05281046459667748
Get Fit with Mel B,Sports,E,PS3,Deep Silver,Lightning Fish,,,,0.39,2010,/games/boxart/full_get-fit-with-mel-b_10AmericaFront.jpg,0.05703338646700179
Airlock,Action,,2600,Data Age,Data Age,,,,0.39,1982,/games/boxart/full_1933747AmericaFrontccc.jpg,0.8805599458116955
MotoGP 08,Racing,E,PS3,Capcom,MileStone Inc.,,,,0.39,2008,/games/boxart/full_9592489AmericaFrontccc.jpg,0.05281046459667748
Metal Gear Solid: Snake Eater 3D,Action-Adventure,M,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,,7.9,,0.39,2012,/games/boxart/full_7208237AmericaFrontccc.jpg,0.09739773238100043
Tokimeki Memorial 2,Simulation,,PS,Konami,KCET,,,,0.39,1999,/games/boxart/full_3706167JapanFrontccc.jpg,0.14505151188306614
EA Sports Active 2,Sports,E,X360,Electronic Arts,EA Vancouver,,6.3,,0.39,2010,/games/boxart/full_ea-sports-active-2_4AmericaFront.jpg,0.05703338646700179
LEGO Star Wars III: The Clone Wars,Action,E10,PSP,LucasArts,Traveller's Tales,,6.3,,0.39,2011,/games/boxart/full_lego-star-wars-iii-the-clone-wars_579AmericaFront.jpg,0.0608975359920056
Farming Simulator 2013,Simulation,E,X360,Focus Home Interactive,Giants Software,,,,0.39,2013,/games/boxart/full_4099627AmericaFrontccc.jpg,0.0841987089531297
Little Nightmares,Platform,T,PS4,Namco Bandai Games,Tarsier Studios,,,,0.39,2017,/games/boxart/full_8956264AmericaFrontccc.jpg,0.10645266950540518
Harry Potter: Quidditch World Cup,Sports,E,GBA,Electronic Arts,Magic Pockets,,4.9,,0.39,2003,/games/boxart/full_7436995AmericaFrontccc.jpg,0.09673578728048454
Tropico 5,Simulation,T,PS4,Kalypso Media,Haemimont Games,,,,0.38,2015,/games/boxart/full_7821585AmericaFrontccc.jpg,0.100918893079089
Wipeout 2048,Racing,E10,PSV,Sony Computer Entertainment,Studio Liverpool,,,,0.38,2012,/games/boxart/full_wipeout-2048_863AmericaFront.jpg,0.09490035462764143
Evil Dead: Fistfull of Boomstick,Action,M,PS2,THQ,VIS Entertainment,,,,0.38,2003,/games/boxart/38459ccc.jpg,0.09425538247842083
Dance Party: Pop Hits,Misc,,Wii,Nordic Games,Broadsword Interactive,,,,0.38,2009,/games/boxart/full_6448257PALFrontccc.jpg,0.05395811146609902
Metal Gear Solid HD Collection,Action,M,X360,Konami,Bluepoint Games,,9.2,,0.38,2011,/games/boxart/full_3787211AmericaFrontccc.jpg,0.059336060710159295
Triple Play 97,Sports,E,PS,Electronic Arts,EA Sports,,,,0.38,1996,/games/boxart/4125504ccc.jpg,0.2410249904858557
"Cook, Serve, Delicious!",Simulation,,PC,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,0.38,2013,/games/boxart/full_9242862AmericaFrontccc.jpg,0.08203976769792125
Super Soccer,Sports,,SNES,Nintendo,Human Entertainment,,,,0.38,1992,/games/boxart/full_6525017AmericaFrontccc.jpg,0.5019152027473255
Marvel: Ultimate Alliance,Role-Playing,T,PS3,Activision,Raven Software,,7.7,,0.38,2006,/games/boxart/1237275ccc.jpg,0.07466645707661217
Shin Megami Tensei: Nocturne,Role-Playing,M,PS2,Atlus,Atlus Co.,,8.0,,0.38,2004,/games/boxart/962235ccc.jpg,0.08243486560947588
Wario Land II (GBC),Platform,E,GB,Nintendo,Nintendo R&D1,,,,0.38,1999,/games/boxart/full_6575140AmericaFrontccc.jpg,0.14133224234760292
San Francisco Rush: Extreme Racing,Racing,E,PS,Midway Games,Climax Entertainment,,,,0.38,1998,/games/boxart/4926828ccc.jpg,0.13513032964688343
Diner Dash: Sizzle & Serve,Puzzle,E,DS,Eidos Interactive,GameLab / PlayFirst,,,,0.38,2007,/games/boxart/9429475ccc.jpg,0.0588080536081843
GRID 2,Misc,,PS3,Codemasters,Unknown,,,,0.38,2013,/games/boxart/full_7194225PALFrontccc.jpg,0.08203976769792125
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,Racing,,PS,Human Entertainment,Human Entertainment,,,,0.38,1998,/games/boxart/full_1785929JapanFrontccc.jpg,0.13513032964688343
Yoshi Touch & Go,Platform,E,DS,Nintendo,Nintendo EAD,,,,0.38,2005,/games/boxart/547951ccc.jpg,0.08205039621704543
Viking: Battle for Asgard,Action,M,PS3,Sega,The Creative Assembly,,6.6,,0.38,2008,/games/boxart/7278668ccc.jpg,0.051456350119839595
Wii Sports Club,Sports,E,WiiU,Nintendo,Nintendo,,6.7,,0.38,2014,/games/boxart/full_498443PALFrontccc.jpg,0.08594951596851551
NCAA Football 08,Sports,E,PS3,Electronic Arts,EA Tiburon,,,,0.38,2007,/games/boxart/full_6399610AmericaFrontccc.jpg,0.0588080536081843
ESPN College Hoops 2K5,Sports,E,XB,Sega,Visual Concepts,,,,0.38,2004,/games/boxart/full_9825083AmericaFrontccc.jpg,0.08243486560947588
Naruto: Clash of Ninja Revolution 2,Fighting,T,Wii,Tomy Corporation,8ing/Raizing,,,,0.38,2008,/games/boxart/full_2020824AmericaFrontccc.jpg,0.051456350119839595
Looney Tunes: Acme Arsenal,Action,E10,PS2,Warner Bros. Interactive,Red Tribe,,,,0.38,2007,/games/boxart/3663365ccc.jpg,0.0588080536081843
SD Gundam G Generation Spirits,Strategy,,PS2,Namco Bandai,Tom Create,,,,0.38,2007,/games/boxart/full_2503853JapanFrontccc.jpg,0.0588080536081843
Wolfenstein: The New Order,Shooter,M,X360,Bethesda Softworks,MachineGames,,,,0.38,2014,/games/boxart/full_8120924AmericaFrontccc.jpg,0.08594951596851551
Junior Classic Games,Misc,E,DS,Take-Two Interactive,Uacari,,,,0.38,2009,/games/boxart/full_918181AmericaFrontccc.jpg,0.05395811146609902
The Cat in the Hat,Platform,E,GBA,Jack of All Games,NewKidCo,,,,0.38,2005,/games/boxart/full_515391AmericaFrontccc.jpg,0.08205039621704543
Raving Rabbids: Travel in Time 3D,Platform,E,3DS,Ubisoft,Ubisoft Paris,,5.8,,0.38,2011,/games/boxart/full_raving-rabbids-travel-in-time-3d_943AmericaFront.jpg,0.059336060710159295
NFL GameDay 2002,Sports,E,PS2,Sony Computer Entertainment,Red Zone Entertainment,,,,0.38,2001,/games/boxart/4334775ccc.jpg,0.10925505304620366
Turok: Evolution,Shooter,M,GC,Acclaim Entertainment,Acclaim Studios Austin,,7.4,,0.38,2002,/games/boxart/full_6616004AmericaFrontccc.jpg,0.09765374039524108
Jam Sessions: Sing and Play Guitar (US sales),Misc,E10,DS,Ubisoft,Plato,,,,0.38,2007,/games/boxart/9187676ccc.jpg,0.0588080536081843
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Strategy,,PS2,Bandai,Bandai,,,,0.38,2002,/games/boxart/full_2184817JapanFrontccc.jpg,0.09765374039524108
Ice Age,Action,E,GBA,Ubisoft,A2M,,4.2,,0.38,2002,/games/boxart/159107ccc.gif,0.09765374039524108
Naruto Shippuden: Ultimate Ninja Heroes 3,Fighting,T,PSP,Namco Bandai,CyberConnect2,,,,0.38,2010,/games/boxart/full_9454630AmericaFrontccc.jpg,0.05557099194220688
Just Dance 4,Music,E10,WiiU,Ubisoft,Ubisoft,,,,0.38,2012,/games/boxart/full_5728704AmericaFrontccc.jpg,0.09490035462764143
Sega Superstars Tennis,Sports,E10,PS2,Sega,Sumo Digital,,6.9,,0.38,2008,/games/boxart/5441628ccc.jpg,0.051456350119839595
Headhunter,Action,M,PS2,Sega,Amuze,,,,0.38,2002,/games/boxart/full_8153112AmericaFrontccc.jpg,0.09765374039524108
Lego Marvel Super Heroes: Universe in Peril,Action,E10,DS,Warner Bros. Interactive Entertainment,TT Fusion,,,,0.38,2013,/games/boxart/full_9384514AmericaFrontccc.jpg,0.08203976769792125
Shin Megami Tensei: Devil Summoner,Role-Playing,,SAT,Atlus,Atlus Co.,,,,0.38,1995,/games/boxart/full_2056353JapanFrontccc.jpg,0.397364843668305
Brunswick Pro Bowling,Sports,E,Wii,Crave Entertainment,Point of View,,,,0.38,2007,/games/boxart/4282689ccc.jpg,0.0588080536081843
Marvel Nemesis: Rise of the Imperfects,Fighting,T,GC,Electronic Arts,Nihilistic Software,,6.0,,0.38,2005,/games/boxart/full_9174019AmericaFrontccc.jpg,0.08205039621704543
Saints Row: The Third,Action,M,PC,THQ,Volition Inc.,,8.3,,0.38,2011,/games/boxart/full_saints-row-the-third_377AmericaFront.jpg,0.059336060710159295
ESPN Extreme Games,Sports,E,PS,Sony Computer Entertainment,Sony Interactive Studios America,,,,0.38,1995,/games/boxart/full_9360440AmericaFrontccc.jpg,0.397364843668305
Ghost Trick: Phantom Detective,Adventure,T,DS,Capcom,Capcom,,8.2,,0.38,2011,/games/boxart/full_ghost-trick-phantom-detective_1AmericaFront.jpg,0.059336060710159295
Ninja: Shadow of Darkness,Action,T,PS,Eidos Interactive,Unknown,,,,0.38,1998,/games/boxart/517187ccc.jpg,0.13513032964688343
SD Gundam G Generation-F,Strategy,,PS,Bandai,Bandai,,,,0.38,2000,/games/boxart/full_6774430JapanFrontccc.jpg,0.14722405176087716
Bratz: Rock Angelz,Misc,E,PS2,THQ,Blitz Games,,,,0.38,2005,/games/boxart/5643852ccc.jpg,0.08205039621704543
FlatOut,Racing,T,PS2,Empire Interactive,Bugbear Entertainment,,,,0.38,2005,/games/boxart/full_23597AmericaFrontccc.jpg,0.08205039621704543
Ice Age: Dawn of the Dinosaurs,Platform,E,DS,Activision,Artificial Mind and Movement,,5.0,,0.38,2009,/games/boxart/full_9566402AmericaFrontccc.jpg,0.05395811146609902
Phoenix Wright: Ace Attorney - Dual Destinies,Misc,M,3DS,Unknown,Capcom,,8.1,,0.38,2014,/games/boxart/full_4035771JapanFrontccc.jpg,0.08594951596851551
